province;red;green;blue;x;x
4779;124;10;162;Gallipoli;x
4780;25;224;138;Ohrid;x
4781;197;9;45;Transvaal;x
4782;45;197;9;Tswana;x
4783;9;45;197;Swazi;x
4784;135;45;9;Upper Limpopo;x
4785;98;179;208;Sheffield;x
4786;45;27;97;Priegnitz;x
4787;91;178;26;Ribatejo;x
4788;168;196;4;Plasencia;x
4789;254;145;124;Segovia;x
4790;170;98;56;West Java;x
4791;50;43;20;East Cirebon;x
4792;153;169;173;East Kendal;x
4793;237;108;140;South Demak;x
4794;148;48;116;East Kediri;x
4795;221;84;31;Bone;x
4796;237;99;81;Kendari;x
4797;228;249;251;Soppeng;x
4798;4;235;103;Wajo;x
4799;15;154;146;Sambaliung;x
4800;132;11;182;Paser;x
4801;183;228;84;Batulican;x
4802;79;254;101;South Pontiniak;x
4803;248;45;0;North Katapang;x
4804;148;41;14;West Kuching;x
4805;238;141;151;East Sibu;x
4806;228;15;86;Inland Sarawak;x
4807;185;69;211;North Borneo;x
4808;230;213;205;Sumatra;x
4809;58;125;63;South Peureulak;x
4810;251;189;80;South Deli;x
4811;78;19;109;Barus;x
4812;115;67;188;Gerik;x
4813;193;124;50;Penang;x
4814;204;29;35;Semantan;x
4815;150;40;142;Singapura;x
4816;81;176;19;Rengat;x
4817;136;32;11;Padang;x
4818;158;68;193;Indrapura;x
4819;238;111;151;Son Nam;x
4820;179;39;82;Minh Quang;x
4821;118;178;134;Nghe An;x
4822;240;117;163;Amaravati;x
4823;74;237;125;Jarai;x
4824;182;255;0;Tay Nguyen;x
4825;139;124;98;Pursat;x
4826;134;235;115;Kampot;x
4827;63;194;255;Kampom Pous Thom;x
4828;182;1;4;Preah Vihear;x
4829;235;170;132;Raung Dapey;x
4830;72;209;160;Rayong;x
4831;207;79;128;Bangkok;x
4832;245;59;108;Lopburi;x
4833;182;244;187;Phetchabun;x
4834;52;21;131;Suphanburi;x
4835;73;71;64;Kanchanaburi;x
4836;118;104;40;Si Thep;x
4837;61;16;160;Muang Ngoi;x
4838;239;13;190;Sip Et;x
4839;128;190;153;Ubon;x
4840;174;140;171;Salavan;x
4841;186;15;122;Lamphun;x
4842;100;174;128;Lakhon;x
4843;130;228;241;Annamite Mountains;x
4844;37;164;140;Dawna Hills;x
4845;90;235;85;Mamuju;x
4846;229;139;97;Woolna;x
4847;162;71;29;Yunawa;x
4848;29;162;89;Mingin;x
4849;64;217;133;Kurtjar;x
4850;174;141;221;Biri;x
4851;97;115;229;Gureng;x
4852;55;67;139;WuliWuli;x
4853;88;95;140;Bidjara;x
4854;73;93;221;Badtjala;x
4855;62;74;151;Yiman;x
4856;74;74;198;Barunggam;x
4857;88;140;91;Bundjalung;x
4858;137;231;142;Tharawal;x
4859;44;179;51;Gundungurra;x
4860;24;116;29;Dharug;x
4861;117;158;119;Waveroo;x
4862;9;63;12;Ngadjuri;x
4863;179;87;31;Nyaki;x
4864;218;177;152;Yuat;x
4865;218;196;123;Kurrama;x
4866;156;144;105;Mangala;x
4867;227;196;94;Wunambul;x
4868;136;85;174;Pyemmairrener;x
4869;56;20;83;Peerapper;x
4870;40;100;119;Austalian Lakes;x
4871;1;70;150;Cowasuk;x
4872;11;80;175;Wenrohronon;x
4873;21;90;200;Pegwaki;x
4874;31;100;225;Westenhuck;x
4875;41;110;150;Minqua;x
4876;51;70;175;Scahentowanen;x
4877;61;80;200;Nottoway;x
4878;71;90;225;Eno;x
4879;81;100;150;Kituwah;x
4880;91;110;175;Combahee;x
4881;101;70;200;Sawokli;x
4882;111;80;225;Etali;x
4883;121;90;150;Napochi;x
4884;141;110;200;Houma;x
4885;151;70;225;Avoyel;x
4886;161;80;150;Nasoni;x
4887;241;100;225;Cochati;x
4888;2;110;150;Tatteroa;x
4889;12;70;175;Mohetan;x
4890;22;80;200;Kichesipirini;x
4891;32;90;225;Piktuk;x
4892;42;100;150;Iroquet;x
4893;52;110;175;Nebesek;x
4894;62;70;200;Ottagotouemin;x
4895;72;80;225;Batiscan;x
4896;82;90;150;Meductic;x
4897;92;100;175;Keinouche;x
4898;102;110;200;Gichigamininiwag;x
4899;112;70;225;Mamaceqtaw;x
4900;122;80;150;Otoe;x
4901;132;90;175;Saone;x
4902;142;100;200;Makandwewin;x
4903;152;110;225;Chinko;x
4904;171;90;175;Espeminkia;x
4905;181;100;200;Tapouaro;x
4906;191;110;225;Coiracoentanon;x
4907;201;70;150;Mosopelea;x
4908;221;80;175;Tawehash;x
4909;231;90;200;Kitsash;x
4910;162;70;150;Tawakoni;x
4911;172;80;175;Nabaydacu;x
4912;182;70;150;Ahkwesahsne;x
4913;192;80;175;Aniyutsi;x
4914;202;90;200;Neosho;x
4915;212;100;225;Pitahawirata;x
4916;222;110;150;Ponca;x
4917;232;70;175;Selis;x
4918;242;80;200;Huhkpapha;x
4919;3;90;225;Sihabi;x
4920;13;100;150;Wadopabina;x
4921;131;100;175;Kuttawa;x
4922;23;110;175;Pepikokia;x
4923;45;70;200;Pacaha;x
4924;200;10;1;Laurentian Massif;x
4925;200;40;41;White Mountains;x
4926;200;70;81;Adirondacks;x
4927;200;100;121;Blue Mountains;x
4928;200;20;161;Allegheny Front;x
4929;200;50;11;Appalachian Ridges;x
4930;200;80;51;Alleghenies;x
4931;200;30;91;Cumberland Mountains;x
4932;200;60;131;Smoky Mountains;x
4933;200;90;171;Blue Ridge;x
4934;210;10;1;Maui;x
4935;210;40;41;Oahu;x
4936;210;70;81;Kauai;x
4937;210;20;121;Lau;x
4938;210;50;161;Vanua Levu;x
4939;210;80;11;Te Moana-a-Toi;x
4941;30;216;201;Lake Cahuilla;x
4942,224,25,0,RNW;
4943,224,25,1,RNW;
4944,224,25,2,RNW;
4945,224,25,3,RNW;
4946,224,25,4,RNW;
4947,224,25,5,RNW;
4948,224,25,6,RNW;
4949,224,25,7,RNW;
4950,224,25,8,RNW;
4951,224,25,9,RNW;
4952,224,25,10,RNW;
4953,224,25,11,RNW;
4954,224,25,12,RNW;
4955,224,25,13,RNW;
4956,224,25,14,RNW;
4957,224,25,15,RNW;
4958,224,25,16,RNW;
4959,224,25,17,RNW;
4960,224,25,18,RNW;
4961,224,25,19,RNW;
4962,224,25,20,RNW;
4963,224,25,21,RNW;
4964,224,25,22,RNW;
4965,224,25,23,RNW;
4966,224,25,24,RNW;
4967,224,25,25,RNW;
4968,224,25,26,RNW;
4969,224,25,27,RNW;
4970,224,25,28,RNW;
4971,224,25,29,RNW;
4972,224,25,30,RNW;
4973,224,25,31,RNW;
4974,224,25,32,RNW;
4975,224,25,33,RNW;
4976,224,25,34,RNW;
4977,224,25,35,RNW;
4978,224,25,36,RNW;
4979,224,25,37,RNW;
4980,224,25,38,RNW;
4981,224,25,39,RNW;
4982,224,25,40,RNW;
4983,224,25,41,RNW;
4984,224,25,42,RNW;
4985,224,25,43,RNW;
4986,224,25,44,RNW;
4987,224,25,45,RNW;
4988,224,25,46,RNW;
4989,224,25,47,RNW;
4990,224,25,48,RNW;
4991,224,25,49,RNW;
4992,224,25,50,RNW;
4993,224,25,51,RNW;
4994,224,25,52,RNW;
4995,224,25,53,RNW;
4996,224,25,54,RNW;
4997,224,25,55,RNW;
4998,224,25,56,RNW;
4999,224,25,57,RNW;
5000,224,25,58,RNW;
5001,224,25,59,RNW;
5002,224,25,60,RNW;
5003,224,25,61,RNW;
5004,224,25,62,RNW;
5005,224,25,63,RNW;
5006,224,25,64,RNW;
5007,224,25,65,RNW;
5008,224,25,66,RNW;
5009,224,25,67,RNW;
5010,224,25,68,RNW;
5011,224,25,69,RNW;
5012,224,25,70,RNW;
5013,224,25,71,RNW;
5014,224,25,72,RNW;
5015,224,25,73,RNW;
5016,224,25,74,RNW;
5017,224,25,75,RNW;
5018,224,25,76,RNW;
5019,224,25,77,RNW;
5020,224,25,78,RNW;
5021,224,25,79,RNW;
5022,224,25,80,RNW;
5023,224,25,81,RNW;
5024,224,25,82,RNW;
5025,224,25,83,RNW;
5026,224,25,84,RNW;
5027,224,25,85,RNW;
5028,224,25,86,RNW;
5029,224,25,87,RNW;
5030,224,25,88,RNW;
5031,224,25,89,RNW;
5032,224,25,90,RNW;
5033,224,25,91,RNW;
5034,224,25,92,RNW;
5035,224,25,93,RNW;
5036,224,25,94,RNW;
5037,224,25,95,RNW;
5038,224,25,96,RNW;
5039,224,25,97,RNW;
5040,224,25,98,RNW;
5041,224,25,99,RNW;
5042,224,25,100,RNW;
5043,224,25,101,RNW;
5044,224,25,102,RNW;
5045,224,25,103,RNW;
5046,224,25,104,RNW;
5047,224,25,105,RNW;
5048,224,25,106,RNW;
5049,224,25,107,RNW;
5050,224,25,108,RNW;
5051,224,25,109,RNW;
5052,224,25,110,RNW;
5053,224,25,111,RNW;
5054,224,25,112,RNW;
5055,224,25,113,RNW;
5056,224,25,114,RNW;
5057,224,25,115,RNW;
5058,224,25,116,RNW;
5059,224,25,117,RNW;
5060,224,25,118,RNW;
5061,224,25,119,RNW;
5062,224,25,120,RNW;
5063,224,25,121,RNW;
5064,224,25,122,RNW;
5065,224,25,123,RNW;
5066,224,25,124,RNW;
5067,224,25,125,RNW;
5068,224,25,126,RNW;
5069,224,25,127,RNW;
5070,224,25,128,RNW;
5071,224,25,129,RNW;
5072,224,25,130,RNW;
5073,224,25,131,RNW;
5074,224,25,132,RNW;
5075,224,25,133,RNW;
5076,224,25,134,RNW;
5077,224,25,135,RNW;
5078,224,25,136,RNW;
5079,224,25,137,RNW;
5080,224,25,138,RNW;
5081,224,25,139,RNW;
5082,224,25,140,RNW;
5083,224,25,141,RNW;
5084,224,25,142,RNW;
5085,224,25,143,RNW;
5086,224,25,144,RNW;
5087,224,25,145,RNW;
5088,224,25,146,RNW;
5089,224,25,147,RNW;
5090,224,25,148,RNW;
5091,224,25,149,RNW;
5092,224,25,150,RNW;
5093,224,25,151,RNW;
5094,224,25,152,RNW;
5095,224,25,153,RNW;
5096,224,25,154,RNW;
5097,224,25,155,RNW;
5098,224,25,156,RNW;
5099,224,25,157,RNW;
5100,224,25,158,RNW;
5101,224,25,159,RNW;
5102,224,25,160,RNW;
5103,224,25,161,RNW;
5104,224,25,162,RNW;
5105,224,25,163,RNW;
5106,224,25,164,RNW;
5107,224,25,165,RNW;
5108,224,25,166,RNW;
5109,224,25,167,RNW;
5110,224,25,168,RNW;
5111,224,25,169,RNW;
5112,224,25,170,RNW;
5113,224,25,171,RNW;
5114,224,25,172,RNW;
5115,224,25,173,RNW;
5116,224,25,174,RNW;
5117,224,25,175,RNW;
5118,224,25,176,RNW;
5119,224,25,177,RNW;
5120,224,25,178,RNW;
5121,224,25,179,RNW;
5122,224,25,180,RNW;
5123,224,25,181,RNW;
5124,224,25,182,RNW;
5125,224,25,183,RNW;
5126,224,25,184,RNW;
5127,224,25,185,RNW;
5128,224,25,186,RNW;
5129,224,25,187,RNW;
5130,224,25,188,RNW;
5131,224,25,189,RNW;
5132,224,25,190,RNW;
5133,224,25,191,RNW;
5134,224,25,192,RNW;
5135,224,25,193,RNW;
5136,224,25,194,RNW;
5137,224,25,195,RNW;
5138,224,25,196,RNW;
5139,224,25,197,RNW;
5140,224,25,198,RNW;
5141,224,25,199,RNW;
5142,224,25,200,RNW;
5143,224,25,201,RNW;
5144,224,25,202,RNW;
5145,224,25,203,RNW;
5146,224,25,204,RNW;
5147,224,25,205,RNW;
5148,224,25,206,RNW;
5149,224,25,207,RNW;
5150,224,25,208,RNW;
5151,224,25,209,RNW;
5152,224,25,210,RNW;
5153,224,25,211,RNW;
5154,224,25,212,RNW;
5155,224,25,213,RNW;
5156,224,25,214,RNW;
5157,224,25,215,RNW;
5158,224,25,216,RNW;
5159,224,25,217,RNW;
5160,224,25,218,RNW;
5161,224,25,219,RNW;
5162,224,25,220,RNW;
5163,224,25,221,RNW;
5164,224,25,222,RNW;
5165,224,25,223,RNW;
5166,224,25,224,RNW;
5167,224,25,225,RNW;
5168,224,25,226,RNW;
5169,224,25,227,RNW;
5170,224,25,228,RNW;
5171,224,25,229,RNW;
5172,224,25,230,RNW;
5173,224,25,231,RNW;
5174,224,25,232,RNW;
5175,224,25,233,RNW;
5176,224,25,234,RNW;
5177,224,25,235,RNW;
5178,224,25,236,RNW;
5179,224,25,237,RNW;
5180,224,25,238,RNW;
5181,224,25,239,RNW;
5182,224,25,240,RNW;
5183,224,25,241,RNW;
5184,224,25,242,RNW;
5185,224,25,243,RNW;
5186,224,25,244,RNW;
5187,224,25,245,RNW;
5188,224,25,246,RNW;
5189,224,25,247,RNW;
5190,224,25,248,RNW;
5191,224,25,249,RNW;
5192,224,25,250,RNW;
5193,223,25,0,RNW;
5194,223,25,1,RNW;
5195,223,25,2,RNW;
5196,223,25,3,RNW;
5197,223,25,4,RNW;
5198,223,25,5,RNW;
5199,223,25,6,RNW;
5200,223,25,7,RNW;
5201,223,25,8,RNW;
5202,223,25,9,RNW;
5203,223,25,10,RNW;
5204,223,25,11,RNW;
5205,223,25,12,RNW;
5206,223,25,13,RNW;
5207,223,25,14,RNW;
5208,223,25,15,RNW;
5209,223,25,16,RNW;
5210,223,25,17,RNW;
5211,223,25,18,RNW;
5212,223,25,19,RNW;
5213,223,25,20,RNW;
5214,223,25,21,RNW;
5215,223,25,22,RNW;
5216,223,25,23,RNW;
5217,223,25,24,RNW;
5218,223,25,25,RNW;
5219,223,25,26,RNW;
5220,223,25,27,RNW;
5221,223,25,28,RNW;
5222,223,25,29,RNW;
5223,223,25,30,RNW;
5224,223,25,31,RNW;
5225,223,25,32,RNW;
5226,223,25,33,RNW;
5227,223,25,34,RNW;
5228,223,25,35,RNW;
5229,223,25,36,RNW;
5230,223,25,37,RNW;
5231,223,25,38,RNW;
5232,223,25,39,RNW;
5233,223,25,40,RNW;
5234,223,25,41,RNW;
5235,223,25,42,RNW;
5236,223,25,43,RNW;
5237,223,25,44,RNW;
5238,223,25,45,RNW;
5239,223,25,46,RNW;
5240,223,25,47,RNW;
5241,223,25,48,RNW;
5242,223,25,49,RNW;
5243,223,25,50,RNW;
5244,223,25,51,RNW;
5245,223,25,52,RNW;
5246,223,25,53,RNW;
5247,223,25,54,RNW;
5248,223,25,55,RNW;
5249,223,25,56,RNW;
5250,223,25,57,RNW;
5251,223,25,58,RNW;
5252,223,25,59,RNW;
5253,223,25,60,RNW;
5254,223,25,61,RNW;
5255,223,25,62,RNW;
5256,223,25,63,RNW;
5257,223,25,64,RNW;
5258,223,25,65,RNW;
5259,223,25,66,RNW;
5260,223,25,67,RNW;
5261,223,25,68,RNW;
5262,223,25,69,RNW;
5263,223,25,70,RNW;
5264,223,25,71,RNW;
5265,223,25,72,RNW;
5266,223,25,73,RNW;
5267,223,25,74,RNW;
5268,223,25,75,RNW;
5269,223,25,76,RNW;
5270,223,25,77,RNW;
5271,223,25,78,RNW;
5272,223,25,79,RNW;
5273,223,25,80,RNW;
5274,223,25,81,RNW;
5275,223,25,82,RNW;
5276,223,25,83,RNW;
5277,223,25,84,RNW;
5278,223,25,85,RNW;
5279,223,25,86,RNW;
5280,223,25,87,RNW;
5281,223,25,88,RNW;
5282,223,25,89,RNW;
5283,223,25,90,RNW;
5284,223,25,91,RNW;
5285,223,25,92,RNW;
5286,223,25,93,RNW;
5287,223,25,94,RNW;
5288,223,25,95,RNW;
5289,223,25,96,RNW;
5290,223,25,97,RNW;
5291,223,25,98,RNW;
5292,223,25,99,RNW;
5293,223,25,100,RNW;
5294,223,25,101,RNW;
5295,223,25,102,RNW;
5296,223,25,103,RNW;
5297,223,25,104,RNW;
5298,223,25,105,RNW;
5299,223,25,106,RNW;
5300,223,25,107,RNW;
5301,223,25,108,RNW;
5302,223,25,109,RNW;
5303,223,25,110,RNW;
5304,223,25,111,RNW;
5305,223,25,112,RNW;
5306,223,25,113,RNW;
5307,223,25,114,RNW;
5308,223,25,115,RNW;
5309,223,25,116,RNW;
5310,223,25,117,RNW;
5311,223,25,118,RNW;
5312,223,25,119,RNW;
5313,223,25,120,RNW;
5314,223,25,121,RNW;
5315,223,25,122,RNW;
5316,223,25,123,RNW;
5317,223,25,124,RNW;
5318,223,25,125,RNW;
5319,223,25,126,RNW;
5320,223,25,127,RNW;
5321,223,25,128,RNW;
5322,223,25,129,RNW;
5323,223,25,130,RNW;
5324,223,25,131,RNW;
5325,223,25,132,RNW;
5326,223,25,133,RNW;
5327,223,25,134,RNW;
5328,223,25,135,RNW;
5329,223,25,136,RNW;
5330,223,25,137,RNW;
5331,223,25,138,RNW;
5332,223,25,139,RNW;
5333,223,25,140,RNW;
5334,223,25,141,RNW;
5335,223,25,142,RNW;
5336,223,25,143,RNW;
5337,223,25,144,RNW;
5338,223,25,145,RNW;
5339,223,25,146,RNW;
5340,223,25,147,RNW;
5341,223,25,148,RNW;
5342,223,25,149,RNW;
5343,223,25,150,RNW;
5344,223,25,151,RNW;
5345,223,25,152,RNW;
5346,223,25,153,RNW;
5347,223,25,154,RNW;
5348,223,25,155,RNW;
5349,223,25,156,RNW;
5350,223,25,157,RNW;
5351,223,25,158,RNW;
5352,223,25,159,RNW;
5353,223,25,160,RNW;
5354,223,25,161,RNW;
5355,223,25,162,RNW;
5356,223,25,163,RNW;
5357,223,25,164,RNW;
5358,223,25,165,RNW;
5359,223,25,166,RNW;
5360,223,25,167,RNW;
5361,223,25,168,RNW;
5362,223,25,169,RNW;
5363,223,25,170,RNW;
5364,223,25,171,RNW;
5365,223,25,172,RNW;
5366,223,25,173,RNW;
5367,223,25,174,RNW;
5368,223,25,175,RNW;
5369,223,25,176,RNW;
5370,223,25,177,RNW;
5371,223,25,178,RNW;
5372,223,25,179,RNW;
5373,223,25,180,RNW;
5374,223,25,181,RNW;
5375,223,25,182,RNW;
5376,223,25,183,RNW;
5377,223,25,184,RNW;
5378,223,25,185,RNW;
5379,223,25,186,RNW;
5380,223,25,187,RNW;
5381,223,25,188,RNW;
5382,223,25,189,RNW;
5383,223,25,190,RNW;
5384,223,25,191,RNW;
5385,223,25,192,RNW;
5386,223,25,193,RNW;
5387,223,25,194,RNW;
5388,223,25,195,RNW;
5389,223,25,196,RNW;
5390,223,25,197,RNW;
5391,223,25,198,RNW;
5392,223,25,199,RNW;
5393,223,25,200,RNW;
5394,223,25,201,RNW;
5395,223,25,202,RNW;
5396,223,25,203,RNW;
5397,223,25,204,RNW;
5398,223,25,205,RNW;
5399,223,25,206,RNW;
5400,223,25,207,RNW;
5401,223,25,208,RNW;
5402,223,25,209,RNW;
5403,223,25,210,RNW;
5404,223,25,211,RNW;
5405,223,25,212,RNW;
5406,223,25,213,RNW;
5407,223,25,214,RNW;
5408,223,25,215,RNW;
5409,223,25,216,RNW;
5410,223,25,217,RNW;
5411,223,25,218,RNW;
5412,223,25,219,RNW;
5413,223,25,220,RNW;
5414,223,25,221,RNW;
5415,223,25,222,RNW;
5416,223,25,223,RNW;
5417,223,25,224,RNW;
5418,223,25,225,RNW;
5419,223,25,226,RNW;
5420,223,25,227,RNW;
5421,223,25,228,RNW;
5422,223,25,229,RNW;
5423,223,25,230,RNW;
5424,223,25,231,RNW;
5425,223,25,232,RNW;
5426,223,25,233,RNW;
5427,223,25,234,RNW;
5428,223,25,235,RNW;
5429,223,25,236,RNW;
5430,223,25,237,RNW;
5431,223,25,238,RNW;
5432,223,25,239,RNW;
5433,223,25,240,RNW;
5434,223,25,241,RNW;
5435,223,25,242,RNW;
5436,223,25,243,RNW;
5437,223,25,244,RNW;
5438,223,25,245,RNW;
5439,223,25,246,RNW;
5440,223,25,247,RNW;
5441,223,25,248,RNW;
5442,223,25,249,RNW;
5443,223,25,250,RNW;
5444,222,25,0,RNW;
5445,222,25,1,RNW;
5446,222,25,2,RNW;
5447,222,25,3,RNW;
5448,222,25,4,RNW;
5449,222,25,5,RNW;
5450,222,25,6,RNW;
5451,222,25,7,RNW;
5452,222,25,8,RNW;
5453,222,25,9,RNW;
5454,222,25,10,RNW;
5455,222,25,11,RNW;
5456,222,25,12,RNW;
5457,222,25,13,RNW;
5458,222,25,14,RNW;
5459,222,25,15,RNW;
5460,222,25,16,RNW;
5461,222,25,17,RNW;
5462,222,25,18,RNW;
5463,222,25,19,RNW;
5464,222,25,20,RNW;
5465,222,25,21,RNW;
5466,222,25,22,RNW;
5467,222,25,23,RNW;
5468,222,25,24,RNW;
5469,222,25,25,RNW;
5470,222,25,26,RNW;
5471,222,25,27,RNW;
5472,222,25,28,RNW;
5473,222,25,29,RNW;
5474,222,25,30,RNW;
5475,222,25,31,RNW;
5476,222,25,32,RNW;
5477,222,25,33,RNW;
5478,222,25,34,RNW;
5479,222,25,35,RNW;
5480,222,25,36,RNW;
5481,222,25,37,RNW;
5482,222,25,38,RNW;
5483,222,25,39,RNW;
5484,222,25,40,RNW;
5485,222,25,41,RNW;
5486,222,25,42,RNW;
5487,222,25,43,RNW;
5488,222,25,44,RNW;
5489,222,25,45,RNW;
5490,222,25,46,RNW;
5491,222,25,47,RNW;
5492,222,25,48,RNW;
5493,222,25,49,RNW;
5494,222,25,50,RNW;
5495,222,25,51,RNW;
5496,222,25,52,RNW;
5497,222,25,53,RNW;
5498,222,25,54,RNW;
5499,222,25,55,RNW;
5500,222,25,56,RNW;
5501,222,25,57,RNW;
5502,222,25,58,RNW;
5503,222,25,59,RNW;
5504,222,25,60,RNW;
5505,222,25,61,RNW;
5506,222,25,62,RNW;
5507,222,25,63,RNW;
5508,222,25,64,RNW;
5509,222,25,65,RNW;
5510,222,25,66,RNW;
5511,222,25,67,RNW;
5512,222,25,68,RNW;
5513,222,25,69,RNW;
5514,222,25,70,RNW;
5515,222,25,71,RNW;
5516,222,25,72,RNW;
5517,222,25,73,RNW;
5518,222,25,74,RNW;
5519,222,25,75,RNW;
5520,222,25,76,RNW;
5521,222,25,77,RNW;
5522,222,25,78,RNW;
5523,222,25,79,RNW;
5524,222,25,80,RNW;
5525,222,25,81,RNW;
5526,222,25,82,RNW;
5527,222,25,83,RNW;
5528,222,25,84,RNW;
5529,222,25,85,RNW;
5530,222,25,86,RNW;
5531,222,25,87,RNW;
5532,222,25,88,RNW;
5533,222,25,89,RNW;
5534,222,25,90,RNW;
5535,222,25,91,RNW;
5536,222,25,92,RNW;
5537,222,25,93,RNW;
5538,222,25,94,RNW;
5539,222,25,95,RNW;
5540,222,25,96,RNW;
5541,222,25,97,RNW;
5542,222,25,98,RNW;
5543,222,25,99,RNW;
5544,222,25,100,RNW;
5545,222,25,101,RNW;
5546,222,25,102,RNW;
5547,222,25,103,RNW;
5548,222,25,104,RNW;
5549,222,25,105,RNW;
5550,222,25,106,RNW;
5551,222,25,107,RNW;
5552,222,25,108,RNW;
5553,222,25,109,RNW;
5554,222,25,110,RNW;
5555,222,25,111,RNW;
5556,222,25,112,RNW;
5557,222,25,113,RNW;
5558,222,25,114,RNW;
5559,222,25,115,RNW;
5560,222,25,116,RNW;
5561,222,25,117,RNW;
5562,222,25,118,RNW;
5563,222,25,119,RNW;
5564,222,25,120,RNW;
5565,222,25,121,RNW;
5566,222,25,122,RNW;
5567,222,25,123,RNW;
5568,222,25,124,RNW;
5569,222,25,125,RNW;
5570,222,25,126,RNW;
5571,222,25,127,RNW;
5572,222,25,128,RNW;
5573,222,25,129,RNW;
5574,222,25,130,RNW;
5575,222,25,131,RNW;
5576,222,25,132,RNW;
5577,222,25,133,RNW;
5578,222,25,134,RNW;
5579,222,25,135,RNW;
5580,222,25,136,RNW;
5581,222,25,137,RNW;
5582,222,25,138,RNW;
5583,222,25,139,RNW;
5584,222,25,140,RNW;
5585,222,25,141,RNW;
5586,222,25,142,RNW;
5587,222,25,143,RNW;
5588,222,25,144,RNW;
5589,222,25,145,RNW;
5590,222,25,146,RNW;
5591,222,25,147,RNW;
5592,222,25,148,RNW;
5593,222,25,149,RNW;
5594,222,25,150,RNW;
5595,222,25,151,RNW;
5596,222,25,152,RNW;
5597,222,25,153,RNW;
5598,222,25,154,RNW;
5599,222,25,155,RNW;
5600,222,25,156,RNW;
5601,222,25,157,RNW;
5602,222,25,158,RNW;
5603,222,25,159,RNW;
5604,222,25,160,RNW;
5605,222,25,161,RNW;
5606,222,25,162,RNW;
5607,222,25,163,RNW;
5608,222,25,164,RNW;
5609,222,25,165,RNW;
5610,222,25,166,RNW;
5611,222,25,167,RNW;
5612,222,25,168,RNW;
5613,222,25,169,RNW;
5614,222,25,170,RNW;
5615,222,25,171,RNW;
5616,222,25,172,RNW;
5617,222,25,173,RNW;
5618,222,25,174,RNW;
5619,222,25,175,RNW;
5620,222,25,176,RNW;
5621,222,25,177,RNW;
5622,222,25,178,RNW;
5623,222,25,179,RNW;
5624,222,25,180,RNW;
5625,222,25,181,RNW;
5626,222,25,182,RNW;
5627,222,25,183,RNW;
5628,222,25,184,RNW;
5629,222,25,185,RNW;
5630,222,25,186,RNW;
5631,222,25,187,RNW;
5632,222,25,188,RNW;
5633,222,25,189,RNW;
5634,222,25,190,RNW;
5635,222,25,191,RNW;
5636,222,25,192,RNW;
5637,222,25,193,RNW;
5638,222,25,194,RNW;
5639,222,25,195,RNW;
5640,222,25,196,RNW;
5641,222,25,197,RNW;
5642,222,25,198,RNW;
5643,222,25,199,RNW;
5644,222,25,200,RNW;
5645,222,25,201,RNW;
5646,222,25,202,RNW;
5647,222,25,203,RNW;
5648,222,25,204,RNW;
5649,222,25,205,RNW;
5650,222,25,206,RNW;
5651,222,25,207,RNW;
5652,222,25,208,RNW;
5653,222,25,209,RNW;
5654,222,25,210,RNW;
5655,222,25,211,RNW;
5656,222,25,212,RNW;
5657,222,25,213,RNW;
5658,222,25,214,RNW;
5659,222,25,215,RNW;
5660,222,25,216,RNW;
5661,222,25,217,RNW;
5662,222,25,218,RNW;
5663,222,25,219,RNW;
5664,222,25,220,RNW;
5665,222,25,221,RNW;
5666,222,25,222,RNW;
5667,222,25,223,RNW;
5668,222,25,224,RNW;
5669,222,25,225,RNW;
5670,222,25,226,RNW;
5671,222,25,227,RNW;
5672,222,25,228,RNW;
5673,222,25,229,RNW;
5674,222,25,230,RNW;
5675,222,25,231,RNW;
5676,222,25,232,RNW;
5677,222,25,233,RNW;
5678,222,25,234,RNW;
5679,222,25,235,RNW;
5680,222,25,236,RNW;
5681,222,25,237,RNW;
5682,222,25,238,RNW;
5683,222,25,239,RNW;
5684,222,25,240,RNW;
5685,222,25,241,RNW;
5686,222,25,242,RNW;
5687,222,25,243,RNW;
5688,222,25,244,RNW;
5689,222,25,245,RNW;
5690,222,25,246,RNW;
5691,222,25,247,RNW;
5692,222,25,248,RNW;
5693,222,25,249,RNW;
5694,222,25,250,RNW;
5695,221,25,0,RNW;
5696,221,25,1,RNW;
5697,221,25,2,RNW;
5698,221,25,3,RNW;
5699,221,25,4,RNW;
5700,221,25,5,RNW;
5701,221,25,6,RNW;
5702,221,25,7,RNW;
5703,221,25,8,RNW;
5704,221,25,9,RNW;
5705,221,25,10,RNW;
5706,221,25,11,RNW;
5707,221,25,12,RNW;
5708,221,25,13,RNW;
5709,221,25,14,RNW;
5710,221,25,15,RNW;
5711,221,25,16,RNW;
5712,221,25,17,RNW;
5713,221,25,18,RNW;
5714,221,25,19,RNW;
5715,221,25,20,RNW;
5716,221,25,21,RNW;
5717,221,25,22,RNW;
5718,221,25,23,RNW;
5719,221,25,24,RNW;
5720,221,25,25,RNW;
5721,221,25,26,RNW;
5722,221,25,27,RNW;
5723,221,25,28,RNW;
5724,221,25,29,RNW;
5725,221,25,30,RNW;
5726,221,25,31,RNW;
5727,221,25,32,RNW;
5728,221,25,33,RNW;
5729,221,25,34,RNW;
5730,221,25,35,RNW;
5731,221,25,36,RNW;
5732,221,25,37,RNW;
5733,221,25,38,RNW;
5734,221,25,39,RNW;
5735,221,25,40,RNW;
5736,221,25,41,RNW;
5737,221,25,42,RNW;
5738,221,25,43,RNW;
